CodeSite_SamplingOperations,Longitude_Lambert93,Latitude_Lambert93,Watershed,CodeDepartement,HERlvl1Code,HERlvl1Name,HERlvl2Code,HERlvl2Name,Altitude,Streamsize
S03088360,859710.46,6818659.42,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,185.0,P
S03090405,843730.0,6814822.0,Seine-Normandie,52,9,TABLES CALCAIRES,40,Champagne humide,194.0,P
S03017900,808181.0,6811167.0,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,112.0,M
S03010670,775668.0,6807627.0,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,93.0,M
S03088882,850998.75,6836479.69,Seine-Normandie,52,9,TABLES CALCAIRES,40,Champagne humide,156.0,TP
S03090500,841342.0,6829970.0,Seine-Normandie,52,9,TABLES CALCAIRES,40,Champagne humide,146.0,P
S03035570,764623.0,6741975.0,Seine-Normandie,89,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,142.0,P
S03036030,756693.0,6752179.0,Seine-Normandie,89,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,117.0,M
S03038385,753549.84,6765195.25,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,96.0,G
S03219550,527151.0,6855301.0,Seine-Normandie,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,192.0,M
S04065100,675836.4,6662751.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S05011725,463452.0,6491520.0,Adour-Garonne,16,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,58.0,TP
S05157620,588729.0,6261150.0,Adour-Garonne,31,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,160.0,M
S05236950,325977.0,6261800.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,69,Bordure Pyr?n?enne atlantique,8.0,P
S06216160,1183206.0,6183016.0,Corse,2B,16,CORSE,22,Corse,122.0,TP
S02072670,937462.0,6849629.0,Rhin-Meuse,54,10,COTES CALCAIRES EST,25,Plateau lorrain,205.0,TP
S03156172,871049.0,6867281.0,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,255.0,TP
S04069800,600704.8,6693915.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TP
S04150515,326467.05,6666342.39,Loire-Bretagne,85,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04033090,725940.9,6529190.0,Loire-Bretagne,63,17,DEPRESSIONS SEDIMENTAIRES,46,Limagne de l'Allier,0.0,P
S04084650,498284.9,6618498.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S04010180,800407.98,6516171.7,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,0.0,P
S04082790,491725.2,6596280.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S03141490,632085.0,6876945.0,Seine-Normandie,78,9,TABLES CALCAIRES,36,BP-Ile de France,21.0,TP
S03156380,858972.04,6880934.92,Seine-Normandie,55,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,214.0,TP
S04371007,353250.0,6815750.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,TP
S03148880,823034.0,6929214.0,Seine-Normandie,08,9,TABLES CALCAIRES,40,Champagne humide,91.0,TP
S04570007,519915.7,6670020.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S06117580,889134.0,6332618.0,Rhône-Méditerranée,84,7,PREALPES DU SUD,16,Plateau calcaire de provence - ventoux,634.0,P
S06580030,931161.0,6495349.0,Rhône-Méditerranée,73,5,JURA-PREALPES DU NORD,79,Massifs Calcaires Chartreuse Aravis,316.0,P
S03161335,760205.0,6901041.0,Seine-Normandie,51,9,TABLES CALCAIRES,36,BP-Ile de France,103.0,TP
S06112600,828202.0,6383048.0,Rhône-Méditerranée,07,6,MEDITERRANEEN,104,Garrigues sub cevenoles,153.0,P
S04085500,509079.9,6631020.0,Loire-Bretagne,86,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04086380,512417.72,6642445.81,Loire-Bretagne,86,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04113800,486182.4,6790390.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,G
S04099700,459932.09,6641213.11,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,M
S04014048,801522.3,6539116.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,0.0,P
S04014060,803882.2,6530298.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,86,Mont du Lyonnais - Pilat,0.0,P
S04014900,785567.0,6559376.0,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S03032904,767356.0,6709517.0,Seine-Normandie,89,21,MASSIF CENTRAL NORD,87,Morvan - Charollais,194.0,P
S04010410,775106.1,6517737.0,Loire-Bretagne,42,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S04009420,791326.74,6495492.39,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,45,Plaine du Forez,0.0,M
S04064000,656417.2,6629910.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S04023300,742847.52,6666993.41,Loire-Bretagne,58,10,COTES CALCAIRES EST,51,Bazois Auxois,0.0,P
S04030100,715307.2,6500332.0,Loire-Bretagne,63,3,MASSIF CENTRAL SUD,43,MC-Depressions internes,0.0,P
S03151800,747512.0,6921700.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,45.0,G
S04048550,672611.6,6718162.0,Loire-Bretagne,45,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04057880,658702.6,6565084.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S03027549,745488.46,6743566.51,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,117.0,TP
S04671001,392990.1,6663915.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04672001,407437.1,6665492.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S03120000,700981.0,6856818.0,Seine-Normandie,77,9,TABLES CALCAIRES,36,BP-Ile de France,65.0,P
S06117510,889026.0,6296830.0,Rhône-Méditerranée,84,6,MEDITERRANEEN,56,Collines de Basse Provence,161.0,TP
S04053370,568568.07,6730173.56,Loire-Bretagne,41,9,TABLES CALCAIRES,38,TC-aureole cretace,0.0,TP
S05095100,656138.0,6376970.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,261.0,P
S05125230,639885.0,6348900.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,426.0,TP
S06710820,931288.0,6229434.0,Rhône-Méditerranée,83,6,MEDITERRANEEN,112,Collines calcaires de basse provence,23.0,TP
S04065000,635705.1,6674522.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S04196046,280416.32,6810526.01,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,P
S04070230,598012.2,6680860.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04074450,555817.04,6677243.54,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S05125450,659838.0,6330690.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,403.0,P
S03264520,370203.09,6893955.46,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,45.0,TP
S04013700,776538.67,6548479.47,Loire-Bretagne,42,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,P
S04064720,640744.79,6659017.17,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S04066500,657066.2,6660042.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04067000,650884.43,6665230.31,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,G
S04741000,443240.6,6593686.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,TP
S04068348,656967.82,6718486.65,Loire-Bretagne,18,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,P
S04041060,733847.9,6573426.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S04046600,691655.51,6686499.58,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04040550,730662.5,6558512.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TP
S04063560,661271.01,6625380.73,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04067313,644446.63,6622079.84,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S03003790,803411.0,6778418.0,Seine-Normandie,10,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,157.0,TP
S04046295,700446.5,6662826.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04049850,641913.48,6751195.14,Loire-Bretagne,45,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TG
S04051850,589367.9,6731432.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TG
S04053000,563708.6,6711018.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TG
S04075500,489039.2,6686417.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S03038700,750346.0,6767368.0,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,98.0,TP
S04051587,595112.9,6738798.0,Loire-Bretagne,41,20,DEPOTS ARGILO SABLEUX,28,Sologne-Foret d'Orleans,0.0,TP
S04043200,724521.1,6589280.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TG
S04044000,717462.0,6617740.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,TG
S06200200,694778.0,6162442.0,Rhône-Méditerranée,66,6,MEDITERRANEEN,105,Plaine mediterraneenne,31.0,TP
S04135000,395433.3,6703380.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S04002980,803302.25,6437075.31,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S04074700,527425.18,6690087.78,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,G
S04074900,507814.46,6687614.72,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,G
S04108500,504742.4,6733008.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04116800,527317.3,6794542.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04570002,512752.1,6667352.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S03008671,794236.8,6796342.39,Seine-Normandie,10,9,TABLES CALCAIRES,40,Champagne humide,115.0,M
S03227495,497688.0,6909648.0,Seine-Normandie,14,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,28.0,P
S03265710,381383.25,6875953.5,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04055810,528071.9,6715507.0,Loire-Bretagne,37,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04417024,755711.8,6636388.0,Loire-Bretagne,58,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,M
S05234018,460555.0,6272010.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,163.0,TP
S04024520,725553.6,6651462.0,Loire-Bretagne,58,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,0.0,P
S05234200,459486.0,6249780.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,255.0,TP
S03219430,522123.0,6852534.0,Seine-Normandie,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,208.0,M
S05115600,500415.0,6245810.0,Adour-Garonne,65,14,COTEAUX AQUITAINS,78,Coteaux molassiques Centre Aquitaine,270.0,P
S04108400,539250.7,6760133.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S04149950,317669.65,6681997.72,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04072875,619404.8,6617353.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S03190080,580955.0,6854184.0,Seine-Normandie,28,9,TABLES CALCAIRES,38,TC-aureole cretace,74.0,M
S04064050,655806.1,6632222.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04067319,637929.2,6620361.0,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04115525,522506.63,6819701.39,Loire-Bretagne,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S04116960,522990.93,6797859.97,Loire-Bretagne,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S04063530,677059.91,6625552.68,Loire-Bretagne,18,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04107390,557420.8,6747300.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04110000,452125.3,6731844.0,Loire-Bretagne,49,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S05237000,330271.0,6261410.0,Adour-Garonne,64,14,COTEAUX AQUITAINS,77,Coteaux molassiques bassin de l'adour,17.0,P
S06193500,805178.0,6296816.0,Rhône-Méditerranée,30,6,MEDITERRANEEN,105,Plaine mediterraneenne,18.0,P
S04001945,770428.6,6439139.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,TP
S04070240,585464.08,6685550.11,Loire-Bretagne,41,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04119180,462988.0,6759358.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04100900,457364.4,6669719.0,Loire-Bretagne,79,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04102400,467198.2,6678822.0,Loire-Bretagne,49,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,M
S04001900,768213.8,6439216.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,M
S04001950,771858.16,6440112.62,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,M
S04650000,424204.9,6701822.0,Loire-Bretagne,49,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S04002800,786368.4,6460350.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,G
S04403004,773107.5,6447852.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,P
S06129000,780044.0,6327203.0,Rhône-Méditerranée,30,6,MEDITERRANEEN,104,Garrigues sub cevenoles,120.0,M
S06181210,748000.0,6319267.0,Rhône-Méditerranée,30,8,CEVENNES,71,Cevennes,239.0,P
S04096500,552695.84,6608486.87,Loire-Bretagne,36,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,M
S04002950,797607.7,6435942.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,P
S04027370,750610.6,6430196.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,90,Hautes Terres Granitiques - Margeride,0.0,P
S03053220,705718.0,6771777.0,Seine-Normandie,45,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,150.0,TP
S04110700,513469.3,6839798.0,Loire-Bretagne,61,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S06300250,1004363.0,6284709.0,Rhône-Méditerranée,83,6,MEDITERRANEEN,108,Maures Esterel,160.0,P
S06179853,697902.0,6248319.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,46.0,TP
S03035105,775507.52,6720287.18,Seine-Normandie,89,10,COTES CALCAIRES EST,51,Bazois Auxois,193.0,P
S03035113,774665.0,6722074.0,Seine-Normandie,89,10,COTES CALCAIRES EST,51,Bazois Auxois,191.0,P
S04059000,669421.11,6579244.61,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,G
S04167420,310058.8,6848281.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,TP
S04027610,743140.6,6441298.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,90,Hautes Terres Granitiques - Margeride,0.0,TP
S04165225,328751.1,6820704.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,TP
S04087300,626822.9,6557110.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S03036280,741556.0,6758239.0,Seine-Normandie,89,9,TABLES CALCAIRES,40,Champagne humide,86.0,M
S04058250,661543.2,6570732.0,Loire-Bretagne,23,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S03144115,769365.21,6971360.54,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,152.0,TP
S04022180,751497.56,6565356.76,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,P
S04115200,490715.5,6778160.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,G
S05119030,549213.0,6336140.0,Adour-Garonne,82,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,74.0,TP
S04159150,452785.9,6590592.0,Loire-Bretagne,79,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,TP
S05055920,573830.0,6463140.0,Adour-Garonne,19,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,116.0,TP
S03135940,671203.84,6912609.8,Seine-Normandie,60,9,TABLES CALCAIRES,36,BP-Ile de France,31.0,TP
S03152931,730539.98,6917655.72,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,62.0,TP
S03212090,566141.0,6977454.0,Seine-Normandie,76,9,TABLES CALCAIRES,57,TC - Hte Normandie Picardie,5.0,P
S04074770,519227.4,6687684.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04074920,507216.9,6687186.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S03052105,686270.96,6747264.83,Seine-Normandie,45,9,TABLES CALCAIRES,38,TC-aureole cretace,123.0,TP
S03149353,794592.0,6943506.0,Seine-Normandie,08,9,TABLES CALCAIRES,40,Champagne humide,79.0,P
S03153000,728845.0,6918825.0,Seine-Normandie,02,9,TABLES CALCAIRES,36,BP-Ile de France,43.0,G
S03032942,764339.54,6710029.96,Seine-Normandie,89,10,COTES CALCAIRES EST,51,Bazois Auxois,159.0,TP
S03210815,584532.0,6961921.0,Seine-Normandie,76,9,TABLES CALCAIRES,35,Pays de Bray,70.0,TP
S04215750,322412.9,6742226.0,Loire-Bretagne,35,12,ARMORICAIN,117,MA-est interieur,0.0,G
S06189613,700504.0,6245807.0,Rhône-Méditerranée,34,6,MEDITERRANEEN,105,Plaine mediterraneenne,20.0,TP
S05033300,494358.0,6492420.0,Adour-Garonne,16,11,CAUSSES AQUITAINS,64,Collines Calcaires de Dordogne (cahors),102.0,TP
S04082220,520492.9,6573769.0,Loire-Bretagne,86,20,DEPOTS ARGILO SABLEUX,42,Epandages eluviaux,0.0,TP
S04108150,542106.8,6740436.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04108200,530760.6,6741818.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,M
S04613007,524028.0,6728114.0,Loire-Bretagne,37,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S03171885,603847.22,6871978.61,Seine-Normandie,78,9,TABLES CALCAIRES,36,BP-Ile de France,48.0,TP
S04082410,522021.9,6592500.0,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,TP
S05007920,433402.0,6494970.0,Adour-Garonne,17,9,TABLES CALCAIRES,97,TC - Charentes Poitou,30.0,TP
S05007955,423584.0,6489840.0,Adour-Garonne,17,9,TABLES CALCAIRES,97,TC - Charentes Poitou,30.0,TP
S05012200,438622.0,6520480.0,Adour-Garonne,16,9,TABLES CALCAIRES,97,TC - Charentes Poitou,14.0,TP
S03150890,765504.0,6922668.0,Seine-Normandie,02,9,TABLES CALCAIRES,38,TC-aureole cretace,53.0,TP
S04074380,566594.3,6672166.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04108050,547237.0,6747570.0,Loire-Bretagne,41,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,P
S04032100,721764.0,6523814.0,Loire-Bretagne,63,17,DEPRESSIONS SEDIMENTAIRES,46,Limagne de l'Allier,0.0,P
S04102990,467529.9,6689175.0,Loire-Bretagne,49,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TG
S03236050,451373.07,6870246.64,Seine-Normandie,14,12,ARMORICAIN,55,MA-nord est,0.0,TP
S04096175,573905.33,6601063.15,Loire-Bretagne,36,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S04613006,506582.7,6738362.0,Loire-Bretagne,72,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,0.0,TP
S04092500,537241.94,6633481.6,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,G
S04096700,530023.2,6641365.45,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S04070500,555218.76,6693596.32,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S03228000,492554.14,6915350.43,Seine-Normandie,14,9,TABLES CALCAIRES,54,TC-Nord Loire-Perche,5.0,M
S04021800,763337.9,6597960.0,Loire-Bretagne,03,17,DEPRESSIONS SEDIMENTAIRES,52,Fosses tectoniques,0.0,P
S04041300,713742.8,6554604.0,Loire-Bretagne,03,21,MASSIF CENTRAL NORD,92,MC Plateau Limousin,0.0,TP
S04068010,614405.0,6685848.0,Loire-Bretagne,41,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S06175600,636563.0,6188723.0,Rhône-Méditerranée,11,1,PYRENEES,96,Pyrenees Etage montagnard,418.0,G
S03255920,392127.43,6919543.37,Seine-Normandie,50,9,TABLES CALCAIRES,37,Cotentin est,2.0,M
S03002900,802477.0,6771111.0,Seine-Normandie,10,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,169.0,P
S03250952,406914.0,6889761.0,Seine-Normandie,50,12,ARMORICAIN,55,MA-nord est,42.0,TP
S04070221,591078.2,6656962.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04074215,576878.8,6649661.0,Loire-Bretagne,36,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TP
S04112300,473850.53,6813591.36,Loire-Bretagne,61,12,ARMORICAIN,55,MA-nord est,0.0,P
S05046800,486093.0,6422160.0,Adour-Garonne,24,14,COTEAUX AQUITAINS,66,Coteaux molassiques Nord Aquitaine,18.0,TP
S03011390,747235.94,6824456.42,Seine-Normandie,10,9,TABLES CALCAIRES,38,TC-aureole cretace,68.0,TP
S04002870,792939.81,6430100.98,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,P
S04166850,294460.19,6817176.31,Loire-Bretagne,22,12,ARMORICAIN,59,MA-ouest,0.0,P
S06156180,910533.0,6352429.0,Rhône-Méditerranée,26,7,PREALPES DU SUD,14,Prealpes dromoises Baronnies,710.0,P
S04634002,427012.3,6779768.0,Loire-Bretagne,53,12,ARMORICAIN,117,MA-est interieur,0.0,M
S03176680,613690.0,6907325.0,Seine-Normandie,60,9,TABLES CALCAIRES,36,BP-Ile de France,63.0,TP
S04097600,504783.0,6672120.0,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,TG
S04098100,486697.21,6670745.29,Loire-Bretagne,37,9,TABLES CALCAIRES,41,Tables calcaires Sud Loire,0.0,P
S04146950,354026.9,6692948.0,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,P
S06106680,853327.0,6418013.0,Rhône-Méditerranée,26,6,MEDITERRANEEN,105,Plaine mediterraneenne,141.0,TP
S04140500,376511.37,6673502.89,Loire-Bretagne,44,12,ARMORICAIN,58,MA-sud interieur,0.0,M
S05095160,668637.0,6378210.0,Adour-Garonne,12,3,MASSIF CENTRAL SUD,93,MC versant occidental,339.0,TP
S03090689,833246.31,6835779.41,Seine-Normandie,51,9,TABLES CALCAIRES,40,Champagne humide,126.0,TP
S04034000,721093.26,6534846.24,Loire-Bretagne,63,17,DEPRESSIONS SEDIMENTAIRES,46,Limagne de l'Allier,0.0,M
S04082750,481665.91,6596692.06,Loire-Bretagne,86,9,TABLES CALCAIRES,97,TC - Charentes Poitou,0.0,P
S05166850,591809.0,6240680.0,Adour-Garonne,09,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,230.0,TP
S05167050,600429.0,6222090.0,Adour-Garonne,09,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,273.0,TP
S05173100,585873.0,6195180.0,Adour-Garonne,09,1,PYRENEES,96,Pyrenees Etage montagnard,475.0,M
S05101350,723666.0,6383480.0,Adour-Garonne,48,19,GRANDS CAUSSES,113,Grands Causses,649.0,TP
S04027050,764836.8,6410173.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,49,Hautes Terres Volcaniques orientales,0.0,TP
S04405000,789738.0,6468002.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,50,Hautes Terres Granitiques orientales,0.0,P
S05183930,503850.0,6197780.0,Adour-Garonne,31,1,PYRENEES,94,Pyrenees Etage alpin et subalpin occidental,599.0,P
S05167030,600974.0,6210260.0,Adour-Garonne,09,14,COTEAUX AQUITAINS,68,Coteaux molassiques Est Aquitaine,361.0,TP
S03276025,870704.0,6763622.0,Seine-Normandie,52,10,COTES CALCAIRES EST,53,BP-Cotes calcaires,310.0,TP
S04166095,330799.5,6832402.0,Loire-Bretagne,22,12,ARMORICAIN,118,MA-cotes du nord,0.0,G
S04000800,776819.0,6426843.0,Loire-Bretagne,43,3,MASSIF CENTRAL SUD,47,MC-Depression du Puy,0.0,P
